PID,Address,LotArea,FullBath,BedroomAbvGr,finishedsqft,DateSold,MoSold,YrSold,price,Neighborhood,totalrooms,BldgType,YrBuilt, zestimate ,zindexvalue,Zipcode,Longitude,Latitude
450,2299 Market St APT 502,7252,1,1,691,12/4/2015,12,2015,915000,Eureka Valley - Dolores Heights - Castro,3,Condominium,2013,"915,444.00","1,744,100",94114,-122.433001,37.764138
451,4365 23rd St,2835,2,3,1567,12/4/2015,12,2015,2100000,Noe Valley,6,SingleFamily,1939,"1,909,656.00","1,782,000",94114,-122.440046,37.752297
452,2075 Sutter St APT 507,22729,2,2,1084,12/4/2015,12,2015,1315000,Lower Pacific Heights,5,Condominium,1992,"1,286,169.00","1,178,700",94115,-122.434462,37.785647
453,2013 Buchanan St,2356,2,3,2100,12/4/2015,12,2015,1994000,Lower Pacific Heights,6,Mobile,1999,"2,570,413.00","1,178,700",94115,-122.430713,37.788841
454,350 Broderick St APT 226,49213,2,2,928,12/4/2015,12,2015,1095000,North Panhandle,5,Condominium,2007,"1,120,629.00","1,231,800",94117,-122.43887,37.773649
455,710 Masonic Ave,2750,1,2,1405,12/4/2015,12,2015,1175000,North Panhandle,6,Condominium,1914,"1,197,103.00","1,231,800",94117,-122.445912,37.774719
456,2730-2732 Clement St,2538,2,4,3040,12/4/2015,12,2015,1200000,Central Richmond,12,MultiFamily2To4,1924,"1,630,300.00","1,485,300",94121,-122.488723,37.782092
457,1448 Oakdale Ave,2500,2,3,2066,12/4/2015,12,2015,860000,Bayview,7,SingleFamily,1910,"847,225.00","731,900",94124,-122.38732,37.733196
458,450 Teresita Blvd,3933,1,2,1464,12/4/2015,12,2015,1090000,Miraloma Park,6,SingleFamily,1939,"1,165,170.00","1,250,700",94127,-122.448495,37.739963
459,106 Circular Ave,2125,1,2,1064,12/4/2015,12,2015,728000,Sunnyside,5,SingleFamily,1941,"813,834.00","1,038,200",94131,-122.438211,37.731109
460,260 King St UNIT 703,213232,2,2,1286,12/3/2015,12,2015,1275000,South of Market,4,MultiFamily2To4,2004,"1,332,785.00","975,700",94107,-122.393394,37.777191
461,1170 Sacramento St APT 9B,14529,2,2,1961,12/3/2015,12,2015,3800000,Nob Hill,4,Condominium,1963,"3,696,880.00","1,459,200",94108,-122.412195,37.79293
462,2724 21st St,1700,3,3,1897,12/3/2015,12,2015,550000,Mission,6,SingleFamily,1900,"1,642,399.00","1,185,400",94110,-122.409332,37.757795
463,580 Prentiss St,1750,1,2,918,12/3/2015,12,2015,950000,Bernal Heights,5,SingleFamily,1951,"999,085.00","1,248,000",94110,-122.412513,37.736075
464,1146 Capitol Ave,2809,4,4,1717,12/16/2015,12,2015,1006000,Ingleside,8,SingleFamily,1922,"1,063,648.00","814,200",94112,-122.45889,37.72271
465,4677 18th St,3013,2,3,1718,12/3/2015,12,2015,1566000,Eureka Valley - Dolores Heights - Castro,5,Condominium,1905,"1,597,067.00","1,744,100",94114,-122.442855,37.760155
466,2270 9th Ave,5699,3.5,4,3548,12/3/2015,12,2015,2150000,Forest Hill,7,SingleFamily,1935,"2,433,771.00","1,975,100",94116,-122.466367,37.747082
467,1260 Haight St APT 5,3438,1,2,1082,12/3/2015,12,2015,1050000,Haight-Ashbury,4,SingleFamily,1928,"1,081,810.00","1,369,500",94117,-122.44309,37.770785
468,560 Haight St APT 102,14883,2,2,1034,12/3/2015,12,2015,1175000,Hayes Valley,5,Condominium,2001,"1,371,928.00","1,224,800",94117,-122.43137,37.772335
469,574 18th Ave,3000,1.5,3,2050,12/3/2015,12,2015,1835000,Central Richmond,8,SingleFamily,1916,"1,784,008.00","1,485,300",94121,-122.476669,37.777141
470,1618 38th Ave,3000,1,3,1775,12/3/2015,12,2015,1200000,Outer Sunset,6,SingleFamily,1941,"1,179,463.00","1,031,800",94122,-122.496738,37.756672
471,2651 15th Ave,3188,2,3,2057,12/3/2015,12,2015,1500000,Inner Parkside,5,SingleFamily,1948,"1,532,588.00","1,318,200",94127,-122.471369,37.738534
472,315 Arlington St,0,1,2,1147,12/4/2015,12,2015,1000000,Glen Park,6,Condominium,1910,"1,047,975.00","1,660,200",94131,-122.427276,37.736404
473,6 Mint Plz APT 601A,5738,1,1,606,12/2/2015,12,2015,840000,South of Market,4,Condominium,1900,"813,252.00","975,700",94103,-122.407541,37.78308
474,1840 Washington St APT 603,7023,1,1,837,12/2/2015,12,2015,1050000,Pacific Heights,3,Condominium,2012,"983,539.00","1,910,700",94109,-122.423744,37.793212
475,79 Bradford St,1750,2,2,900,12/2/2015,12,2015,875000,Bernal Heights,4,SingleFamily,1933,"994,097.00","1,248,000",94110,-122.409262,37.741748
476,204 Anderson St,1746,2,2,1140,12/2/2015,12,2015,1425500,Bernal Heights,5,SingleFamily,1928,"1,334,194.00","1,248,000",94110,-122.415369,37.74023
477,3942 Folsom St,1750,2.5,3,860,12/2/2015,12,2015,1800000,Bernal Heights,5,SingleFamily,1908,"1,293,511.00","1,248,000",94110,-122.41361,37.737742
478,136 Seville St,2421,2,3,1257,12/2/2015,12,2015,890000,Crocker Amazon,6,SingleFamily,1921,"876,388.00","823,000",94112,-122.436488,37.71167
479,32 Yukon St,2016,1,2,1119,12/2/2015,12,2015,1225000,Eureka Valley - Dolores Heights - Castro,5,Condominium,1949,"1,145,065.00","1,744,100",94114,-122.442427,37.759138
480,3515 Washington St,4464,3,2,2760,12/2/2015,12,2015,3800000,Presidio Heights,8,SingleFamily,1941,"4,633,459.00","5,333,500",94118,-122.450906,37.789217
481,1755 11th Ave,3000,1.5,2,1250,12/2/2015,12,2015,1002000,Inner Sunset,5,SingleFamily,1924,"1,161,628.00","1,357,900",94122,-122.468189,37.755442
482,1863 32nd Ave,2996,2,2,1150,12/2/2015,12,2015,1099000,Central Sunset,5,SingleFamily,1941,"1,069,824.00","1,125,700",94122,-122.490647,37.752439
483,15 Teresita Blvd APT 14,11677,2,2,886,12/2/2015,12,2015,691000,Miraloma Park,4,Condominium,1990,"679,867.00","1,250,700",94127,-122.45174,37.745036
484,47 Colby St,2622,1,2,1655,12/3/2015,12,2015,1038000,Portola,6,SingleFamily,1937,"1,244,215.00","888,400",94134,-122.414496,37.729916
485,601 Van Ness Ave APT 605,105806,2,2,1072,12/1/2015,12,2015,825000,Van Ness - Civic Center,5,Condominium,1982,"858,107.00","855,500",94102,-122.421406,37.781386
486,1160 Mission St UNIT 904,43557,1,1,765,12/1/2015,12,2015,790000,South of Market,3,Condominium,2008,"827,714.00","975,700",94103,-122.412635,37.778705
487,250 King St UNIT 410,213232,1,1,822,12/1/2015,12,2015,759000,South of Market,3,Condominium,2004,"826,011.00","975,700",94107,-122.39343,37.777645
488,451 Kansas St UNIT 448,80311,2.5,2,1030,12/1/2015,12,2015,1155000,Potrero Hill,4,Townhouse,2007,"1,144,164.00","1,277,600",94107,-122.402984,37.764114
489,1177 California St APT 304,31662,1,1,645,12/1/2015,12,2015,790000,Downtown,3,Condominium,1977,"746,138.00","807,800",94108,-122.413658,37.791089
490,723 Taylor St # 501,2871,1,1,677,12/2/2015,12,2015,798000,Downtown,3,Condominium,2010,"818,427.00","807,800",94108,-122.412231,37.789192
491,1 Daniel Burnham Ct APT 1202,46157,1,1,772,12/1/2015,12,2015,795000,Van Ness - Civic Center,3,Condominium,1988,"787,316.00","855,500",94109,-122.4225,37.786755
492,1355 Pacific Ave UNIT 403,9410,1,1,880,12/1/2015,12,2015,1225000,Nob Hill,4,Condominium,2010,"1,117,913.00","1,459,200",94109,-122.417541,37.795295
493,1051-1053 Francisco St,4726,6,5,4650,12/1/2015,12,2015,9708000,Russian Hill,11,MultiFamily2To4,1953,"9,071,783.00","1,630,000",94109,-122.422458,37.803239
494,3660 Folsom St,1750,3,3,650,12/1/2015,12,2015,1950000,Bernal Heights,4,SingleFamily,1902,"1,448,956.00","1,248,000",94110,-122.413458,37.740726
495,4217 22nd St,1912,2,2,1913,12/1/2015,12,2015,1800000,Noe Valley,5,SingleFamily,1908,"1,880,933.00","1,782,000",94114,-122.43917,37.754011
496,4069 25th St,2848,1.5,5,1837,12/1/2015,12,2015,4100000,Noe Valley,8,SingleFamily,1905,"3,997,153.00","1,782,000",94114,-122.430985,37.749628
497,2015 Pine St # A,3525,1,1,708,12/1/2015,12,2015,795000,Lower Pacific Heights,3,Condominium,1900,"791,001.00","1,178,700",94115,-122.429286,37.788219
498,2223 27th Ave,3000,2,3,2378,12/1/2015,12,2015,1600000,Parkside,6,SingleFamily,1940,"1,479,369.00","1,112,900",94116,-122.48482,37.745903
499,365 Magellan Ave,3750,3.5,5,3094,12/1/2015,12,2015,2350000,Forest Hill,8,SingleFamily,1926,"2,215,983.00","1,975,100",94116,-122.46311,37.744952
500,978 Clayton St,2219,1,2,1585,12/1/2015,12,2015,1800000,Parnassus - Ashbury,5,Condominium,1924,"1,741,028.00","2,151,400",94117,-122.44703,37.76421
501,623 23rd Ave,2770,1,2,1085,12/1/2015,12,2015,955000,Central Richmond,5,SingleFamily,1920,"1,001,412.00","1,485,300",94121,-122.482595,37.775847
502,760 35th Ave,3598,5,8,3905,12/1/2015,12,2015,1810000,Outer Richmond,13,SingleFamily,1965,"2,123,278.00","1,214,000",94121,-122.494764,37.774688
503,55 Mangels Ave,2495,2,3,1480,12/1/2015,12,2015,1450000,Glen Park,5,SingleFamily,1957,"1,524,345.00","1,660,200",94131,-122.438822,37.73288
504,1015 Rhode Island St,2500,4,4,2381,11/30/2015,11,2015,1995000,Potrero Hill,9,SingleFamily,1938,"2,427,297.00","1,277,600",94107,-122.401462,37.756469
505,1268 Dolores St,0,2,2,1850,11/30/2015,11,2015,1438000,Eureka Valley - Dolores Heights - Castro,5,Condominium,2012,"1,512,071.00","1,744,100",94110,-122.425024,37.749056
506,73 Carver St,1750,2,3,1325,11/30/2015,11,2015,1525000,Bernal Heights,5,SingleFamily,1951,"1,586,644.00","1,248,000",94110,-122.409855,37.742053
507,28 Raleigh Ave,2587,1,2,1000,11/30/2015,11,2015,900000,Mission Terrace,4,SingleFamily,1926,"796,260.00","992,600",94112,-122.442447,37.727461
508,34 Pope St,3000,2,5,2083,11/30/2015,11,2015,920000,Crocker Amazon,8,SingleFamily,1991,"930,271.00","823,000",94112,-122.441638,37.714288
509,2471 43rd Ave,3000,1,2,1275,11/30/2015,11,2015,905000,Outer Parkside,4,SingleFamily,1940,"861,602.00","981,900",94116,-122.501641,37.740591
510,2047 44th Ave,2996,1,2,1214,11/30/2015,11,2015,1003000,Outer Parkside,5,SingleFamily,1946,"1,017,376.00","981,900",94116,-122.503266,37.748414
511,2745 Ulloa St,2194,2.5,4,1303,11/30/2015,11,2015,1180000,Parkside,5,SingleFamily,1974,"1,099,243.00","1,112,900",94116,-122.485872,37.740517
512,120 Oshaughnessy Blvd,2639,1,3,1300,11/30/2015,11,2015,990000,Miraloma Park,6,SingleFamily,1952,"1,143,720.00","1,250,700",94127,-122.450674,37.743896
513,280 Dalewood Way,3297,2.5,3,1941,11/30/2015,11,2015,1275000,Miraloma Park,6,SingleFamily,1966,"1,490,489.00","1,250,700",94127,-122.458678,37.738566
514,44 Macondray Ln APT 2E,7082,2,2,1165,11/30/2015,11,2015,1295000,Russian Hill,4,Condominium,1980,"1,404,677.00","1,630,000",94133,-122.414835,37.799474
515,267 Clipper St,2792,1,3,1310,11/30/2015,11,2015,1725000,Noe Valley,6,SingleFamily,1900,"1,728,182.00","1,782,000",94114,-122.430969,37.748821
516,631 Folsom St APT 12B,38089,2,2,1054,11/25/2015,11,2015,1275000,Yerba Buena,5,Condominium,2009,"1,439,920.00","1,006,900",94107,-122.396873,37.784713
517,1080 Sutter St APT 1003,0,1,2,753,11/25/2015,11,2015,770000,Downtown,4,Condominium,2013,"815,936.00","807,800",94109,-122.418065,37.788066
518,1770 Pacific Ave APT 103,8108,2,2,1500,11/25/2015,11,2015,1760000,Pacific Heights,8,Condominium,1902,"1,563,027.00","1,910,700",94109,-122.424508,37.794927
519,268 Thrift St,3123,1,2,1000,11/25/2015,11,2015,750000,Oceanview,4,SingleFamily,1953,"770,191.00","762,700",94112,-122.461487,37.717704
520,70 Cotter St,2448,1,3,1290,11/25/2015,11,2015,850000,Mission Terrace,6,SingleFamily,1909,"888,201.00","992,600",94112,-122.434204,37.728033
521,1142 Prague St,3349,2,0,1770,11/25/2015,11,2015,981000,Crocker Amazon,7,SingleFamily,1946,"933,525.00","823,000",94112,-122.43885,37.71029
522,1264 Noe St,1979,1,2,1078,11/25/2015,11,2015,1250000,Noe Valley,6,Condominium,1910,"1,209,580.00","1,782,000",94114,-122.431892,37.748729
523,46 Presidio Ave,2705,4,4,2750,11/25/2015,11,2015,3900000,Pacific Heights,9,SingleFamily,1916,"4,367,329.00","1,910,700",94115,-122.447325,37.79125
524,2780 Broadway St,3461,6,5,6800,11/25/2015,11,2015,17100000,Pacific Heights,13,SingleFamily,1962,"15,533,253.00","1,910,700",94115,-122.442803,37.79358
525,2466 18th Ave,2996,1,2,1150,11/25/2015,11,2015,1025000,Inner Parkside,5,SingleFamily,1923,"1,003,995.00","1,318,200",94116,-122.474209,37.74187
526,326 29th Ave,3000,1,3,1675,11/25/2015,11,2015,1500000,Central Richmond,6,SingleFamily,1910,"1,598,367.00","1,485,300",94121,-122.488922,37.783151
527,215 Red Rock Way APT 306J,7325,1,1,744,11/25/2015,11,2015,599000,Diamond Heights,3,Condominium,1972,"634,315.00","1,098,500",94131,-122.442432,37.745639
528,414 Shields St,2495,1,2,781,11/25/2015,11,2015,835000,Merced Heights,4,SingleFamily,1946,"835,998.00","874,200",94132,-122.46656,37.718115
529,451 Kansas St UNIT 631,80311,2,2,928,11/24/2015,11,2015,1149000,Potrero Hill,4,Condominium,2007,"1,162,784.00","1,277,600",94107,-122.403289,37.76408
530,1353 Green St,3262,2,2,1764,11/24/2015,11,2015,2300000,Russian Hill,5,Condominium,1941,"1,838,186.00","1,630,000",94109,-122.421335,37.797685
531,116 Eugenia Ave,1751,1,2,1075,11/24/2015,11,2015,975000,Bernal Heights,6,SingleFamily,1900,"1,000,482.00","1,248,000",94110,-122.42062,37.741436
532,10 Carmel St,3056,5.5,4,1960,11/24/2015,11,2015,2377500,Parnassus - Ashbury,6,Condominium,1915,"2,309,162.00","2,151,400",94117,-122.446788,37.761104
533,149 Seal Rock Dr,2500,1,2,1275,11/24/2015,11,2015,700000,Outer Richmond,5,SingleFamily,1941,"821,623.00","1,214,000",94121,-122.508816,37.780446
534,1259 18th Ave,2996,3,3,2236,11/24/2015,11,2015,1500000,Inner Sunset,7,SingleFamily,1924,"1,599,087.00","1,357,900",94122,-122.476436,37.764358
535,1310 10th Ave,2374,3,3,1880,11/24/2015,11,2015,1830000,Inner Sunset,6,SingleFamily,1908,"1,766,769.00","1,357,900",94122,-122.467077,37.763697
536,447 Country Club Dr,3137,1.75,3,1050,12/28/2015,12,2015,928000,Lakeshore,9,SingleFamily,1954,"1,045,587.00","1,264,800",94132,-122.495345,37.730962
537,1234 Howard St # 2B3,8408,1,1,888,11/23/2015,11,2015,960000,South of Market,4,Condominium,2007,"939,767.00","975,700",94103,-122.412506,37.775993
538,956 S Van Ness Ave,4165,4,4,3500,11/23/2015,11,2015,2674000,Mission,13,SingleFamily,1872,"3,066,173.00","1,185,400",94110,-122.417139,37.757832
539,80 Danton St,2500,3,3,2000,11/23/2015,11,2015,1610000,Mission Terrace,12,SingleFamily,1906,"1,370,005.00","992,600",94112,-122.432626,37.73108
540,2921 Washington St APT 5,3226,1,1,1070,11/23/2015,11,2015,1000000,Pacific Heights,4,Condominium,1916,"1,052,698.00","1,910,700",94115,-122.441409,37.790535
541,1727 34th Ave,3000,2,3,1845,11/23/2015,11,2015,1335000,Central Sunset,6,SingleFamily,1940,"1,227,042.00","1,125,700",94122,-122.492968,37.754831
542,501 Junipero Serra Blvd,9048,2,4,2327,11/23/2015,11,2015,1700000,Ingleside Terrace,9,SingleFamily,1924,"1,685,293.00","1,624,900",94127,-122.471256,37.728731
543,130 Chilton Ave,2500,1,2,728,11/23/2015,11,2015,1060000,Glen Park,4,SingleFamily,1925,"987,790.00","1,660,200",94131,-122.437073,37.73361
544,681 Panorama Dr,3131,2,3,1237,11/23/2015,11,2015,1204000,Midtown Terrace,6,SingleFamily,1957,"1,032,741.00","1,117,200",94131,-122.452131,37.753465
545,179 Topaz Way,2821,4.5,4,3692,11/23/2015,11,2015,2375000,Diamond Heights,7,SingleFamily,1973,"2,300,524.00","1,098,500",94131,-122.437123,37.74008
546,59 Rodgers St # B,6557,1,1,800,11/20/2015,11,2015,800000,South of Market,2,Condominium,2000,"794,106.00","975,700",94103,-122.408775,37.77507
547,1488 Harrison St APT 103,5000,2,1,1102,11/20/2015,11,2015,900000,South of Market,6,Condominium,2001,"936,047.00","975,700",94103,-122.412421,37.770933
548,39 Boardman Pl APT 101,6048,1.5,1,1255,11/20/2015,11,2015,905000,South of Market,4,Condominium,1996,"961,067.00","975,700",94103,-122.402799,37.774794
549,260 King St UNIT 769,213232,1,1,748,11/20/2015,11,2015,815000,South of Market,4,Condominium,2004,"823,018.00","975,700",94107,-122.393394,37.777191
550,1895 Pacific Ave APT 506,7202,1,1,1165,11/20/2015,11,2015,975000,Pacific Heights,4,Condominium,1931,"1,043,225.00","1,910,700",94109,-122.426243,37.794168
551,38 Sadowa St,2250,2.5,3,1360,11/20/2015,11,2015,720000,Oceanview,5,SingleFamily,1910,"699,028.00","762,700",94112,-122.455284,37.712576
552,115 Sickles Ave,1999,1,3,1750,11/20/2015,11,2015,765000,Outer Mission,6,SingleFamily,1913,"618,352.00","814,200",94112,-122.453677,37.709197
553,305 Guttenberg St,1960,2.5,4,1655,11/20/2015,11,2015,828000,Crocker Amazon,7,SingleFamily,1964,"732,383.00","823,000",94112,-122.442361,37.709222
554,1874 San Jose Ave,2090,2,3,1771,11/20/2015,11,2015,975000,Mission Terrace,6,SingleFamily,1937,"1,003,029.00","992,600",94112,-122.441507,37.727313
555,152 Eureka St,3125,2,4,2280,11/20/2015,11,2015,2400000,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1932,"2,399,004.00","1,744,100",94114,-122.438496,37.759797
556,2514 40th Ave,2996,2,3,1490,11/20/2015,11,2015,1020000,Outer Parkside,5,SingleFamily,1945,"1,044,287.00","981,900",94116,-122.497704,37.739858
557,2279 47th Ave,2996,3,4,2570,11/20/2015,11,2015,1030000,Outer Parkside,8,SingleFamily,1900,"1,243,407.00","981,900",94116,-122.506182,37.743999
558,521 Magellan Ave,3889,1,2,1216,11/20/2015,11,2015,1509000,Forest Hill,5,SingleFamily,1920,"1,299,796.00","1,975,100",94116,-122.466614,37.744034
559,270 Ewing Ter,2112,1,2,1250,11/20/2015,11,2015,1575000,Lone Mountain,5,SingleFamily,1940,"1,090,437.00","1,447,700",94118,-122.449096,37.779676
560,591 29th Ave,1875,2.5,3,1800,11/20/2015,11,2015,1750000,Central Richmond,7,SingleFamily,1936,"1,616,924.00","1,485,300",94121,-122.489141,37.778174
561,1466 44th Ave,3000,1,2,1130,11/20/2015,11,2015,892000,Outer Sunset,5,SingleFamily,1926,"912,644.00","1,031,800",94122,-122.50337,37.759294
562,1422 42nd Ave,2996,1,3,1325,11/20/2015,11,2015,1220000,Outer Sunset,6,SingleFamily,1951,"1,018,675.00","1,031,800",94122,-122.501274,37.760143
563,1795 Green St,2993,2,3,1647,11/20/2015,11,2015,2500000,Pacific Heights,6,Condominium,1908,"2,449,407.00","1,910,700",94123,-122.428519,37.79678
564,52 Marne Ave,3558,2.5,4,1648,11/20/2015,11,2015,1300000,Miraloma Park,6,SingleFamily,1926,"1,535,046.00","1,250,700",94127,-122.459379,37.739544
565,80 Edgehill Way,5314,4,4,3495,11/20/2015,11,2015,2385000,Forest Hill Extension,9,SingleFamily,1960,"2,492,554.00","1,669,300",94127,-122.460233,37.742482
566,277 Bemis St,2495,1,2,950,11/20/2015,11,2015,1150000,Glen Park,4,SingleFamily,1956,"1,073,212.00","1,660,200",94131,-122.432123,37.73585
567,404 Gold Mine Dr,2713,3,4,2271,11/20/2015,11,2015,1555000,Diamond Heights,9,SingleFamily,1967,"1,745,477.00","1,098,500",94131,-122.438555,37.739284
568,3981 Alemany Blvd APT 206,325629,1,1,670,11/20/2015,11,2015,515000,Ingleside Heights,3,Condominium,2002,"524,993.00","710,500",94132,-122.467645,37.71048
569,101 Crescent Way APT 2102,42325,2,2,1063,11/20/2015,11,2015,488000,Bayview,5,Condominium,2001,"524,284.00","731,900",94134,-122.389238,37.710918
570,155 Somerset St,3000,1,2,1550,11/20/2015,11,2015,975000,Portola,5,SingleFamily,1937,"955,168.00","888,400",94134,-122.408459,37.72958
571,262 Castro St,3360,2,2,848,11/20/2015,11,2015,1700000,Corona Heights,4,SingleFamily,1906,"1,594,736.00","1,475,100",94114,-122.435716,37.764602
572,1483 Sutter St APT 1102,48636,1,1,650,11/19/2015,11,2015,690000,Van Ness - Civic Center,3,Condominium,1993,"768,118.00","855,500",94109,-122.424235,37.78675
573,630 Precita Ave,3750,2,5,1675,11/19/2015,11,2015,1083500,Bernal Heights,8,SingleFamily,1905,"1,142,972.00","1,248,000",94110,-122.40874,37.747591
574,1573 34th Ave,3300,2,3,2400,11/19/2015,11,2015,1625000,Central Sunset,6,SingleFamily,1933,"1,532,245.00","1,125,700",94122,-122.493171,37.757766
575,315 Moraga St,0,3,3,1942,11/19/2015,11,2015,1667500,Inner Sunset,8,Condominium,2012,"1,644,536.00","1,357,900",94122,-122.466064,37.756514
576,2091 Bancroft Ave,2500,3,4,2350,11/19/2015,11,2015,860000,Silver Terrace,8,SingleFamily,1992,"925,228.00","736,700",94124,-122.402057,37.730545
577,501 Beale St UNIT 9H,22594,2,2,1161,11/18/2015,11,2015,1950100,South Beach,4,Condominium,2006,"1,871,691.00","1,286,900",94105,-122.389068,37.786235
578,2600 18th St STE 22,10320,2,2,1662,11/18/2015,11,2015,1250000,Mission,5,Condominium,1999,"1,396,082.00","1,185,400",94110,-122.408479,37.762136
579,797 Athens St,2500,1,2,925,11/18/2015,11,2015,570000,Excelsior,4,SingleFamily,1908,"607,213.00","767,600",94112,-122.432755,37.715461
580,356 20th Ave,3008,3,4,2256,11/18/2015,11,2015,1650000,Central Richmond,8,Condominium,2010,"1,703,937.00","1,485,300",94121,-122.479389,37.781204
581,1459 31st Ave,3000,2,4,2281,11/18/2015,11,2015,1290000,Central Sunset,8,SingleFamily,1937,"1,433,149.00","1,125,700",94122,-122.490103,37.760017
582,1216 28th Ave,4795,2.5,5,2666,11/18/2015,11,2015,2021500,Central Sunset,8,SingleFamily,1924,"1,777,681.00","1,125,700",94122,-122.486547,37.764647
583,76 Jennings Ct,2551,2,3,1212,11/18/2015,11,2015,575000,Bayview,6,Condominium,1995,"621,200.00","731,900",94124,-122.397018,37.717061
584,656 Teresita Blvd,2191,2,3,1218,11/18/2015,11,2015,1230000,Miraloma Park,6,SingleFamily,1940,"1,102,489.00","1,250,700",94127,-122.446101,37.736383
585,5553 Diamond Heights Blvd,2622,2.5,3,1890,11/18/2015,11,2015,1220000,Glen Park,6,SingleFamily,1969,"2,059,428.00","1,660,200",94131,-122.43632,37.738774
586,147 Stillings Ave,2500,2,3,1700,11/18/2015,11,2015,1300000,Miraloma Park,5,SingleFamily,1942,"1,284,085.00","1,250,700",94131,-122.443147,37.734342
587,1070 Green St APT 201,8721,2,2,1465,11/18/2015,11,2015,2900000,Russian Hill,5,Condominium,1963,"2,516,327.00","1,630,000",94133,-122.416797,37.798792
588,380 10th St UNIT 27,15831,2,2,1305,11/17/2015,11,2015,1150000,South of Market,5,Condominium,2004,"1,139,493.00","975,700",94103,-122.411809,37.771683
589,2250 24th St APT 223,80224,1,2,839,11/17/2015,11,2015,640000,Potrero Hill,4,Condominium,1989,"690,834.00","1,277,600",94107,-122.40202,37.753905
590,3615 22nd St,1372,2.5,3,1519,11/17/2015,11,2015,1475000,Eureka Valley - Dolores Heights - Castro,7,Condominium,1911,"1,605,525.00","1,744,100",94114,-122.428164,37.754704
591,429 Liberty St,2848,2,2,1990,11/17/2015,11,2015,2650000,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1907,"2,842,968.00","1,744,100",94114,-122.430875,37.756871
592,162 22nd Ave,10440,1.5,2,2250,1/3/2013,1,2013,1310000,Lake,7,SingleFamily,1914,"2,081,890.00","2,244,500",94121,-122.481516,37.784735
593,1314 Palou Ave,2495,3,4,1275,11/17/2015,11,2015,780000,Bayview,5,SingleFamily,1941,"725,765.00","731,900",94124,-122.385454,37.731189
594,1635 Plymouth Ave,5301,3,4,2754,11/17/2015,11,2015,1800000,Westwood Highlands,7,SingleFamily,1925,"1,967,750.00","1,424,100",94127,-122.457878,37.731667
595,256 Glenview Dr,3249,2,3,1213,11/17/2015,11,2015,1192500,Midtown Terrace,6,SingleFamily,1958,"1,182,902.00","1,117,200",94131,-122.445877,37.748056
596,125 Gilbert St APT 17,9580,1.5,1,1047,11/16/2015,11,2015,875000,South of Market,1,Condominium,1996,"955,875.00","975,700",94103,-122.401916,37.773223
597,301 Main St # T23C,76210,1,1,809,11/16/2015,11,2015,1425000,South Beach,3,Condominium,2008,"1,329,967.00","1,286,900",94105,-122.391698,37.789333
598,88 King St APT 419,82157,2,2,1115,11/16/2015,11,2015,1250000,South Beach,4,Condominium,2000,"1,321,678.00","1,286,900",94107,-122.389635,37.78063
599,177 Townsend St UNIT 527,42969,2,2,1019,11/16/2015,11,2015,1300000,South Beach,4,Condominium,2007,"1,295,929.00","1,286,900",94107,-122.391754,37.77898
600,260 King St UNIT 1205,213232,2,2,1488,11/16/2015,11,2015,1475000,South of Market,4,Condominium,2004,"1,540,566.00","975,700",94107,-122.393394,37.777191
601,1101 Green St # 303,5279,1,2,1003,11/16/2015,11,2015,1210000,Russian Hill,4,Condominium,1930,"1,152,176.00","1,630,000",94109,-122.417394,37.798234
602,1257 Dolores St # A,600,1,1,950,11/16/2015,11,2015,860000,Mission,5,Condominium,1910,"949,478.00","1,185,400",94110,-122.424491,37.749335
603,1912 Golden Gate Ave,3436,2,3,1154,11/16/2015,11,2015,1775000,North Panhandle,5,SingleFamily,1900,"1,688,140.00","1,231,800",94115,-122.442563,37.7785
604,2440 Bush St # C,3781,2.5,3,1810,11/16/2015,11,2015,2000000,Lower Pacific Heights,9,Condominium,1985,"2,150,700.00","1,178,700",94115,-122.437531,37.786788
605,2955 Pacific Ave,0,2,3,2160,11/16/2015,11,2015,3650000,Pacific Heights,6,Condominium,1995,"3,710,575.00","1,910,700",94115,-122.443975,37.7919
606,472 12th Ave,3039,1,2,1508,11/16/2015,11,2015,1250000,Inner Richmond,6,Condominium,1931,"1,241,797.00","1,685,300",94118,-122.470275,37.779371
607,2341 Francisco St,3421,3,2,1500,11/16/2015,11,2015,1575000,Marina,5,Condominium,1927,"1,674,301.00","2,186,800",94123,-122.44374,37.800533
608,15 Scotia Ave,2417,2,3,1482,11/16/2015,11,2015,868000,Silver Terrace,5,SingleFamily,1936,"825,542.00","736,700",94124,-122.401708,37.734337
609,48 Dellbrook Ave,4939,1,2,1056,11/16/2015,11,2015,850000,Midtown Terrace,5,SingleFamily,1956,"956,966.00","1,117,200",94131,-122.454366,37.74992
610,288 Bemis St,2761,2,2,1263,11/16/2015,11,2015,1450000,Glen Park,6,SingleFamily,1908,"1,784,445.00","1,660,200",94131,-122.432406,37.736136
611,400 Head St,1873,1,2,1162,11/16/2015,11,2015,700000,Ingleside Heights,5,SingleFamily,1946,"680,365.00","710,500",94132,-122.464169,37.71444
612,1360 Montgomery St APT 1,5246,1,1,552,11/16/2015,11,2015,720000,Telegraph Hill,2,Condominium,1937,"698,751.00","1,238,700",94133,-122.404269,37.801802
