PID,Address,LotArea,FullBath,BedroomAbvGr,finishedsqft,DateSold,MoSold,YrSold,price,Neighborhood,totalrooms,BldgType,YrBuilt, zestimate ,zindexvalue,Zipcode,Longitude,Latitude
165,2425 Lincoln Way,2500,1,2,1500,1/13/2016,1,2016,1265000,Central Sunset,6,SingleFamily,1923,"1,403,499.00","1,125,700",94122,-122.484231,37.764874
166,2828 Divisadero St,3502,5.5,5,5590,1/13/2016,1,2016,8400000,Cow Hollow,11,SingleFamily,1912,"10,255,025.00","2,151,200",94123,-122.441671,37.795785
167,2130 Quesada Ave,2500,2,4,995,1/13/2016,1,2016,680000,Silver Terrace,5,SingleFamily,1944,"676,584.00","736,700",94124,-122.399345,37.738125
168,59 Manor Dr,3009,1.5,3,1575,1/13/2016,1,2016,1250000,Mount Davidson Manor,7,SingleFamily,1930,"1,324,789.00","1,378,600",94127,-122.464761,37.727581
169,22 Liberty St,5750,1,3,1379,1/12/2016,1,2016,1389000,Mission,6,Condominium,1879,"1,410,141.00","1,185,400",94110,-122.421827,37.75791
170,601 Capitol Ave,3438,2,4,2008,1/12/2016,1,2016,800000,Oceanview,7,SingleFamily,1977,"912,149.00","762,700",94112,-122.459257,37.715924
171,1621 Mcallister St,2840,2,7,3974,1/12/2016,1,2016,2400000,North Panhandle,12,Duplex,1900,"2,909,727.00","1,231,800",94115,-122.438785,37.777505
172,554 46th Ave,644,1,2,830,1/12/2016,1,2016,665000,Outer Richmond,5,SingleFamily,1900,"842,718.00","1,214,000",94121,-122.506661,37.778042
173,12 Las Villas Ct,1050,3,3,1480,1/12/2016,1,2016,570000,Bayview,7,SingleFamily,1995,"715,042.00","731,900",94124,-122.385585,37.733425
174,620 29th St,2848,2,5,1365,1/12/2016,1,2016,1050000,Noe Valley,9,SingleFamily,1913,"1,562,425.00","1,782,000",94131,-122.433974,37.743503
175,383 Missouri St,2500,1,2,1625,1/11/2016,1,2016,1310000,Potrero Hill,6,Condominium,1904,"1,536,488.00","1,277,600",94107,-122.396117,37.761581
176,1250 Clay St APT 306,22394,1,1,541,1/11/2016,1,2016,695000,Nob Hill,3,Condominium,1950,"554,249.00","1,459,200",94108,-122.41367,37.793575
177,1177 California St APT 1212,31662,1,1,1056,1/11/2016,1,2016,1200000,Downtown,3,Condominium,1978,"1,120,826.00","807,800",94108,-122.413658,37.791089
178,1200 Gough St APT 16D,44676,1,1,900,1/11/2016,1,2016,825000,Van Ness - Civic Center,4,Condominium,1966,"842,526.00","855,500",94109,-122.423994,37.78482
179,39 Bradford St,1498,1,2,775,1/11/2016,1,2016,1250000,Bernal Heights,4,SingleFamily,1947,"990,518.00","1,248,000",94110,-122.409173,37.742618
180,111 Harold Ave,1873,1,2,1087,1/11/2016,1,2016,720000,Ingleside,4,SingleFamily,1947,"641,720.00","814,200",94112,-122.453327,37.720294
181,86 Restani Way,2247,3.5,3,2781,1/11/2016,1,2016,1054000,Outer Mission,8,SingleFamily,1954,"1,096,512.00","814,200",94112,-122.443689,37.718283
182,355 1st St UNIT 1702,38571,2,2,1166,1/8/2016,1,2016,1570000,South Beach,4,Condominium,2004,"1,576,063.00","1,286,900",94105,-122.3936,37.787029
183,88 King St APT 103,82157,3,3,1466,1/8/2016,1,2016,1370000,South Beach,6,Condominium,2000,"1,527,589.00","1,286,900",94107,-122.389635,37.78063
184,81 Frank Norris St UNIT 504,6909,1,1,800,1/8/2016,1,2016,718000,Downtown,4,Condominium,2007,"767,342.00","807,800",94109,-122.420051,37.789081
185,72 Crescent Ave,3123,3,4,3000,1/8/2016,1,2016,1625000,Bernal Heights,7,SingleFamily,1951,"1,616,808.00","1,248,000",94110,-122.42276,37.734991
186,1316-1318 Guerrero St,3123,5,6,4000,1/8/2016,1,2016,1706000,Mission,14,Duplex,1925,"2,101,275.00","1,185,400",94110,-122.423045,37.749991
187,3532 23rd St,2848,1,2,1375,1/8/2016,1,2016,1900000,Mission,10,SingleFamily,1900,"1,466,310.00","1,185,400",94110,-122.422349,37.753856
188,1406 Golden Gate Ave,11243,3,3,1628,1/8/2016,1,2016,1200000,Western Addition,6,Condominium,1885,"1,567,139.00","983,400",94115,-122.433995,37.779515
189,1833 Laguna St,3436,4.5,5,4400,1/8/2016,1,2016,5500000,Lower Pacific Heights,9,SingleFamily,1900,"5,243,295.00","1,178,700",94115,-122.428971,37.788072
190,1576 Waller St,2500,1,3,1668,1/8/2016,1,2016,1495000,Haight-Ashbury,8,Condominium,1900,"1,379,568.00","1,369,500",94117,-122.45008,37.768882
191,1558 45th Ave,3000,2,2,1370,1/8/2016,1,2016,930000,Outer Sunset,8,SingleFamily,1957,"1,009,450.00","1,031,800",94122,-122.504319,37.757512
192,2165 Revere Ave,4400,1.5,3,1125,1/8/2016,1,2016,1040000,Silver Terrace,5,SingleFamily,1925,"709,660.00","736,700",94124,-122.400912,37.737461
193,95 Red Rock Way APT 303M,6833,1,0,592,1/8/2016,1,2016,530000,Diamond Heights,2,Condominium,1972,"522,263.00","1,098,500",94131,-122.441517,37.746324
194,270 Bright St,2500,1,2,1010,1/8/2016,1,2016,750000,Ingleside Heights,4,SingleFamily,1928,"682,958.00","710,500",94132,-122.463238,37.715614
195,1097 Howard St UNIT 303,11695,1,1,1056,1/7/2016,1,2016,975000,South of Market,2,Condominium,1998,"1,052,006.00","975,700",94103,-122.408912,37.777996
196,260 King St UNIT 605,213232,2,2,1488,1/7/2016,1,2016,1475000,South of Market,4,Condominium,2004,"1,548,707.00","975,700",94107,-122.393417,37.777641
197,930 Ashbury St,2996,4,4,2510,1/7/2016,1,2016,2278000,Parnassus - Ashbury,10,SingleFamily,1917,"2,793,185.00","2,151,400",94117,-122.445719,37.765123
198,133 Richardson Ave,2931,3,3,2323,1/7/2016,1,2016,2080000,Cow Hollow,6,SingleFamily,1939,"4,266,420.00","2,151,200",94123,-122.446839,37.79989
199,3315 Pierce St,2500,3.5,3,2255,1/7/2016,1,2016,2500000,Marina,7,SingleFamily,1925,"3,437,198.00","2,186,800",94123,-122.439786,37.80065
200,601 Van Ness Ave APT 201,105806,1,1,750,1/6/2016,1,2016,555000,Van Ness - Civic Center,3,Condominium,1982,"604,402.00","855,500",94102,-122.421406,37.781386
201,260 King St UNIT 1009,213232,1,1,823,1/6/2016,1,2016,750000,South of Market,3,Condominium,2004,"812,706.00","975,700",94107,-122.393394,37.777191
202,728 Alabama St APT 105,5722,1,1,642,1/6/2016,1,2016,655000,Mission,3,Condominium,1995,"679,113.00","1,185,400",94110,-122.412025,37.760025
203,50-52 Roscoe St,2247,2,4,2150,1/6/2016,1,2016,1735000,Bernal Heights,10,MultiFamily2To4,1963,"1,496,302.00","1,248,000",94110,-122.419017,37.734268
204,14 Stoneyford Ave,2291,1,3,1158,1/6/2016,1,2016,650000,Excelsior,6,SingleFamily,1942,"799,134.00","767,600",94112,-122.421186,37.730923
205,324 Hanover St,2663,1,2,1325,1/6/2016,1,2016,700000,Crocker Amazon,5,SingleFamily,1927,"669,644.00","823,000",94112,-122.443403,37.70932
206,1760 Ofarrell St APT 18,22344,2,2,1061,1/6/2016,1,2016,838000,Western Addition,5,Condominium,1984,"941,125.00","983,400",94115,-122.43399,37.783415
207,811 40th Ave,2688,1,2,1095,1/6/2016,1,2016,880000,Outer Richmond,5,SingleFamily,1914,"921,916.00","1,214,000",94121,-122.500678,37.773411
208,938-940 Market St,5287,1,1,693,11/25/2009,11,2009,310000,Downtown,4,Condominium,2007,"675,023.00","807,800",94102,-122.408889,37.783908
209,632 Mississippi St,2495,1,2,1100,1/5/2016,1,2016,1420000,Potrero Hill,5,SingleFamily,1922,"1,125,336.00","1,277,600",94107,-122.394495,37.758382
210,7 Lee Ave,1873,3,2,1370,1/5/2016,1,2016,1100000,Ingleside,4,SingleFamily,1924,"796,210.00","814,200",94112,-122.454339,37.718407
211,2223 44th Ave,2996,2,3,1747,1/5/2016,1,2016,1325000,Outer Parkside,9,SingleFamily,1939,"1,057,428.00","981,900",94116,-122.503034,37.7451
212,1626 32nd Ave,3000,3,4,2100,1/5/2016,1,2016,1425000,Central Sunset,9,SingleFamily,1935,"1,327,770.00","1,125,700",94122,-122.490297,37.756819
213,1387 14th Ave,2495,2,4,1926,1/5/2016,1,2016,1655000,Inner Sunset,8,SingleFamily,1931,"1,356,873.00","1,357,900",94122,-122.471851,37.762208
214,1765 15th Ave,3382,3.5,5,3114,1/5/2016,1,2016,2250000,Golden Gate Heights,8,SingleFamily,1981,"2,203,281.00","1,476,600",94122,-122.472504,37.755478
215,1243 Quesada Ave,2500,1,2,1250,1/5/2016,1,2016,610000,Bayview,7,SingleFamily,1927,"608,199.00","731,900",94124,-122.383131,37.728318
216,423-425 28TH St #201,2850,2,3,1875,1/5/2016,1,2016,1589000,Noe Valley,7,Condominium,1981,"2,119,279.00","1,782,000",94131,-122.43187,37.744745
217,8200 Oceanview Ter APT 204,325629,1,1,688,1/5/2016,1,2016,510000,Ingleside Heights,3,Condominium,2002,"523,731.00","710,500",94132,-122.467645,37.71048
218,851 Van Ness Ave APT 104,13170,2,2,1227,1/4/2016,1,2016,641000,Van Ness - Civic Center,3,Condominium,2002,"1,118,435.00","855,500",94109,-122.421356,37.78352
219,54 Marston Ave,2813,5,5,2500,1/4/2016,1,2016,1650000,Sunnyside,7,SingleFamily,1927,"1,634,358.00","1,038,200",94112,-122.445802,37.727716
220,2151 Laguna St # 2,8769,2,3,2624,1/4/2016,1,2016,4500000,Pacific Heights,7,Condominium,1919,"3,220,249.00","1,910,700",94115,-122.429586,37.791114
221,28 Williams Ave,1250,2,2,1250,1/4/2016,1,2016,660000,Bayview,5,SingleFamily,1930,"593,699.00","731,900",94124,-122.393183,37.729497
222,304 Gold Mine Dr,3197,3,5,2504,1/4/2016,1,2016,1651000,Diamond Heights,7,SingleFamily,1968,"1,844,348.00","1,098,500",94131,-122.438964,37.740484
223,180 7th St # 408,11374,1,1,470,12/31/2015,12,2015,550000,South of Market,3,Condominium,1992,"540,858.00","975,700",94103,-122.410082,37.778082
224,961 San Bruno Ave,1920,2,2,1297,12/31/2015,12,2015,980000,Mission,6,SingleFamily,1927,"1,100,483.00","1,185,400",94110,-122.404508,37.757433
225,591 27th Ave,1760,1,2,900,12/31/2015,12,2015,897000,Central Richmond,4,SingleFamily,1915,"1,006,445.00","1,485,300",94121,-122.486969,37.778299
226,520 El Camino Del Mar,6926,5.5,6,4840,12/31/2015,12,2015,6100000,Sea Cliff,12,SingleFamily,1926,"8,166,551.00","4,464,800",94121,-122.488862,37.787975
227,19 Bridgeview Dr,2062,2,3,1092,12/31/2015,12,2015,640000,Silver Terrace,5,SingleFamily,1944,"811,298.00","736,700",94124,-122.394079,37.7342
228,446 Chenery St,2500,1,1,977,12/31/2015,12,2015,1064000,Glen Park,5,SingleFamily,1911,"1,517,423.00","1,660,200",94131,-122.429739,37.736154
229,114 Clearfield Dr,3136,2,3,1790,12/31/2015,12,2015,1350000,Lakeshore,7,SingleFamily,1951,"1,351,895.00","1,264,800",94132,-122.491148,37.731595
230,1070 Green St APT 1402,8721,2.5,3,2017,12/31/2015,12,2015,2600000,Russian Hill,6,Condominium,1963,"3,135,441.00","1,630,000",94133,-122.416797,37.798792
231,1 Crescent Way APT 1402,42105,2,2,1063,12/31/2015,12,2015,660000,Bayview,5,Condominium,2001,"611,960.00","731,900",94134,-122.390182,37.71085
232,181 Ofarrell St STE 514,18882,1.5,1,1080,12/30/2015,12,2015,978000,Downtown,5,MultiFamily2To4,2006,"1,012,206.00","807,800",94102,-122.40763,37.78619
233,355 1st St UNIT 1503,38571,1,1,795,1/3/2016,1,2016,1124500,South Beach,3,Condominium,2004,"1,021,145.00","1,286,900",94105,-122.3936,37.787029
234,355 1st St UNIT 1602,38571,2,2,1239,12/30/2015,12,2015,1500000,South Beach,4,MultiFamily2To4,2004,"1,650,793.00","1,286,900",94105,-122.393638,37.787029
235,2250 24th St APT 319,80224,1,2,809,12/30/2015,12,2015,675000,Potrero Hill,4,Condominium,1989,"715,661.00","1,277,600",94107,-122.40202,37.753905
236,638 19th St UNIT 10,14761,2.5,3,1467,12/30/2015,12,2015,1525000,Central Waterfront - Dogpatch,5,Condominium,2007,"1,472,569.00","1,129,000",94107,-122.389007,37.762084
237,270 Nevada St,1750,4,3,2371,12/30/2015,12,2015,2075000,Bernal Heights,6,SingleFamily,1900,"1,886,914.00","1,248,000",94110,-122.411652,37.738665
238,1988 Alemany Blvd,1646,1,3,1466,12/30/2015,12,2015,860000,Mission Terrace,7,SingleFamily,1939,"841,301.00","992,600",94112,-122.43969,37.72044
239,445 Persia Ave,2500,1,3,1435,12/30/2015,12,2015,950000,Excelsior,6,MultiFamily2To4,1955,"856,570.00","767,600",94112,-122.432181,37.721458
240,1145 Cayuga Ave,2356,1,3,1590,12/30/2015,12,2015,1050000,Mission Terrace,6,SingleFamily,1941,"957,645.00","992,600",94112,-122.441105,37.719885
241,95 Red Rock Way APT 202M,6833,1,1,830,12/30/2015,12,2015,670000,Diamond Heights,3,Condominium,1972,"688,917.00","1,098,500",94131,-122.44152,37.746339
242,159 Glenview Dr,3001,1,2,833,12/30/2015,12,2015,760000,Midtown Terrace,4,SingleFamily,1951,"865,762.00","1,117,200",94131,-122.447752,37.748824
243,1915 Diamond St,4316,3,4,2400,12/29/2015,12,2015,1800000,Glen Park,6,SingleFamily,1910,"2,087,545.00","1,660,200",94131,-122.435111,37.742141
244,201 Harrison St APT 407,38449,1,0,410,12/29/2015,12,2015,525000,South Beach,1,Condominium,1991,"548,618.00","1,286,900",94105,-122.39048,37.787585
245,81 Lansing St APT 410,16800,1,1,855,12/29/2015,12,2015,778000,South Beach,4,Condominium,1995,"947,673.00","1,286,900",94105,-122.39403,37.785651
246,1177 California St APT 423,31662,1,0,706,12/29/2015,12,2015,738000,Downtown,2,Condominium,1978,"759,982.00","807,800",94108,-122.413658,37.791089
247,2311 Scott St APT 1,2990,2,3,1986,12/29/2015,12,2015,2720000,Pacific Heights,7,MultiFamily2To4,1965,"2,629,569.00","1,910,700",94115,-122.439704,37.79137
248,430 Mangels Ave,2500,1,2,1200,12/29/2015,12,2015,1100000,Sunnyside,5,SingleFamily,1931,"1,174,154.00","1,038,200",94127,-122.447346,37.733308
249,179 Flood Ave,2809,4,4,1900,12/29/2015,12,2015,1538000,Sunnyside,8,SingleFamily,1924,"1,893,489.00","1,038,200",94131,-122.4438,37.729648
250,151 Everglade Dr,3136,3,3,1858,12/29/2015,12,2015,1400000,Lakeshore,8,SingleFamily,1950,"1,432,173.00","1,264,800",94132,-122.489116,37.731504
251,1101 Pacific Ave APT 302,4839,2,2,1009,12/29/2015,12,2015,1000000,Nob Hill,4,Condominium,2000,"1,076,950.00","1,459,200",94133,-122.413603,37.795912
252,1015 Goettingen St,1751,2,3,1900,12/29/2015,12,2015,880000,Visitacion Valley,8,SingleFamily,1954,"980,014.00","707,100",94134,-122.403272,37.719474
253,400 Beale St APT 2506,27581,2,2,1215,12/28/2015,12,2015,1198000,South Beach,5,Condominium,2002,"1,253,307.00","1,286,900",94105,-122.390925,37.78691
254,178 Jules Ave,2809,1,3,1350,12/24/2015,12,2015,821500,Ingleside,6,SingleFamily,1946,"746,564.00","814,200",94112,-122.460928,37.721438
255,2801 Jackson St # 12,6312,1,2,1330,12/24/2015,12,2015,1418000,Pacific Heights,5,Condominium,1906,"1,351,924.00","1,910,700",94115,-122.441445,37.791415
256,1442 Grove St # A,3421,1,1,593,12/24/2015,12,2015,675000,North Panhandle,4,Condominium,1890,"701,276.00","1,231,800",94117,-122.440467,37.775894
257,1667 34th Ave,3000,1,2,1350,12/24/2015,12,2015,1050000,Central Sunset,5,SingleFamily,1940,"1,090,231.00","1,125,700",94122,-122.493047,37.75601
258,382 Surrey St,2953,2.5,3,1625,12/24/2015,12,2015,1900000,Glen Park,6,SingleFamily,1966,"1,831,470.00","1,660,200",94131,-122.438508,37.735936
259,338 Spear St UNIT 4C,76210,1,1,799,12/23/2015,12,2015,949000,South Beach,4,Condominium,2009,"967,683.00","1,286,900",94105,-122.390371,37.789533
260,219 Brannan St UNIT 1B,82966,2,2,900,12/23/2015,12,2015,1098000,South Beach,4,Condominium,2000,"1,188,253.00","1,286,900",94107,-122.390364,37.782575
261,1562 22nd St,2465,2,3,2542,12/23/2015,12,2015,1665000,Potrero Hill,6,Condominium,2006,"1,821,732.00","1,277,600",94107,-122.396586,37.757671
262,1268 Lombard St # 2,0,2,3,1860,12/23/2015,12,2015,3195000,Russian Hill,5,Condominium,2013,"3,044,789.00","1,630,000",94109,-122.422424,37.801884
263,977 Guerrero St,0,1,2,1440,12/23/2015,12,2015,2000000,Mission,6,Condominium,1900,"1,616,829.00","1,185,400",94110,-122.422897,37.755558
264,2670 San Jose Ave,2500,1,3,1001,12/23/2015,12,2015,756000,Oceanview,4,SingleFamily,1949,"745,570.00","762,700",94112,-122.451887,37.714831
265,2 Northwood Dr,5549,2,3,1960,12/23/2015,12,2015,1800000,Westwood Park,6,SingleFamily,1924,"1,747,483.00","1,215,700",94112,-122.456873,37.72982
266,83 Seward St,2622,2,3,2650,12/23/2015,12,2015,2100000,Eureka Valley - Dolores Heights - Castro,8,SingleFamily,1929,"2,112,221.00","1,744,100",94114,-122.440807,37.758694
267,1059 Noe St,2269,2.5,3,2545,12/23/2015,12,2015,2495000,Noe Valley,8,SingleFamily,1912,"2,532,954.00","1,782,000",94114,-122.431666,37.752026
268,1310 Scott St # 40,75086,2,3,1270,12/23/2015,12,2015,958000,Western Addition,6,Condominium,1986,"963,058.00","983,400",94115,-122.43682,37.78228
269,2287 43rd Ave,2060,2,3,1331,12/23/2015,12,2015,968000,Outer Parkside,5,SingleFamily,1941,"1,132,979.00","981,900",94116,-122.50182,37.744054
270,2195 28th Ave,2375,3,4,2260,12/23/2015,12,2015,1350000,Parkside,9,SingleFamily,1939,"1,336,525.00","1,112,900",94116,-122.48589,37.746487
271,2920 Anza St,2666,2,4,2102,12/23/2015,12,2015,310000,Central Richmond,11,SingleFamily,1920,"1,998,218.00","1,485,300",94121,-122.479699,37.778636
272,78 22nd Ave,3001,4.5,4,4017,12/23/2015,12,2015,4300000,Lake,11,SingleFamily,1907,"4,505,020.00","2,244,500",94121,-122.481641,37.786394
273,1727 29th Ave,3000,3.5,4,2580,12/23/2015,12,2015,1880000,Central Sunset,8,SingleFamily,1939,"1,515,578.00","1,125,700",94122,-122.487595,37.755068
274,1459-1461 Thomas Ave,2500,3,6,1950,12/23/2015,12,2015,655000,Bayview,9,MultiFamily2To4,1900,"894,702.00","731,900",94124,-122.388835,37.728719
275,646 Los Palmos Dr,3027,3,5,2956,12/23/2015,12,2015,1360000,Westwood Highlands,8,SingleFamily,1979,"1,763,346.00","1,424,100",94127,-122.456586,37.735214
276,1231 Bosworth St,2661,1,1,600,12/23/2015,12,2015,899000,Glen Park,4,SingleFamily,1910,"1,095,960.00","1,660,200",94131,-122.441225,37.735495
277,567 27th St # 3,2850,2,3,1600,12/23/2015,12,2015,1400000,Noe Valley,5,Condominium,1989,"1,529,596.00","1,782,000",94131,-122.432752,37.746306
278,74 Newburg St,1598,2,4,1625,12/23/2015,12,2015,2250000,Noe Valley,10,SingleFamily,1941,"2,158,429.00","1,782,000",94131,-122.434713,37.745818
279,1381 Sanchez St,1999,3,4,2000,12/23/2015,12,2015,2600000,Noe Valley,7,SingleFamily,1900,"2,436,438.00","1,782,000",94131,-122.428941,37.747076
280,425 1st St UNIT 802,56024,2,2,1309,12/22/2015,12,2015,1340000,South Beach,4,Townhouse,2008,"1,639,298.00","1,286,900",94105,-122.392654,37.786041
281,4647 25th St,2214,2.5,3,2041,12/22/2015,12,2015,1450000,Noe Valley,7,Condominium,1978,"1,654,110.00","1,782,000",94114,-122.441235,37.749075
282,350 Eureka St,3250,2,4,1720,12/22/2015,12,2015,2400000,Eureka Valley - Dolores Heights - Castro,7,SingleFamily,1910,"2,401,928.00","1,744,100",94114,-122.438189,37.756462
283,3100 Washington St #6,5776,1,1,808,12/22/2015,12,2015,825000,Pacific Heights,3,Condominium,1964,"824,656.00","1,910,700",94115,-122.444565,37.79053
284,1880 Steiner St APT 101,17706,3,2,1332,12/22/2015,12,2015,1350000,Lower Pacific Heights,5,Condominium,1999,"1,352,361.00","1,178,700",94115,-122.43472,37.786575
285,3016 Sacramento St,3511,1.5,2,1408,12/22/2015,12,2015,1853000,Pacific Heights,5,Condominium,1890,"1,584,134.00","1,910,700",94115,-122.442995,37.78897
286,2007 46th Ave,1746,2,3,1300,12/22/2015,12,2015,905000,Outer Parkside,6,SingleFamily,1940,"829,440.00","981,900",94116,-122.505371,37.749009
287,2555 28th Ave,2996,2,4,1360,12/22/2015,12,2015,1010000,Parkside,7,SingleFamily,1910,"970,987.00","1,112,900",94116,-122.485461,37.739715
288,790 7th Ave APT 104,7411,1,2,560,12/22/2015,12,2015,600000,Inner Richmond,4,Condominium,1981,"621,722.00","1,685,300",94118,-122.464603,37.773831
289,2845 Noriega St,2931,2.5,3,2180,12/22/2015,12,2015,1230000,Central Sunset,6,SingleFamily,1947,"1,200,446.00","1,125,700",94122,-122.494457,37.75325
290,3835 Scott St APT 105,8465,1,1,1118,12/22/2015,12,2015,1125000,Marina,4,Condominium,1928,"1,180,313.00","2,186,800",94123,-122.442515,37.805235
291,6 Longview Ct,2774,1,2,939,12/22/2015,12,2015,955000,Midtown Terrace,4,SingleFamily,1958,"947,144.00","1,117,200",94131,-122.449855,37.748307
292,232 Bemis St,3497,1,2,1000,12/22/2015,12,2015,1085000,Glen Park,5,SingleFamily,1904,"1,093,773.00","1,660,200",94131,-122.431895,37.736524
293,87 Clearfield Dr,3184,2,3,1386,12/22/2015,12,2015,1360000,Lakeshore,6,SingleFamily,1951,"1,271,520.00","1,264,800",94132,-122.491719,37.732345
294,23 Rodgers St,0,1,1,538,12/21/2015,12,2015,625000,South of Market,3,Condominium,1908,"651,735.00","975,700",94103,-122.409205,37.775309
295,38 Bryant St APT 606,32017,1,1,582,12/21/2015,12,2015,650000,South Beach,2,Condominium,1994,"703,119.00","1,286,900",94105,-122.38898,37.787466
296,66 Cleary Ct APT 1408,65376,2,2,1106,12/21/2015,12,2015,895000,Western Addition,5,Condominium,1963,"962,891.00","983,400",94109,-122.427058,37.784298
297,130 Vienna St,2500,3,4,1853,12/21/2015,12,2015,950000,Excelsior,6,SingleFamily,1907,"943,708.00","767,600",94112,-122.426347,37.726299
298,1858 47th Ave,3000,2,3,1135,12/21/2015,12,2015,895000,Outer Sunset,5,SingleFamily,1958,"946,088.00","1,031,800",94122,-122.506072,37.751825
299,59 Rico Way,2500,1.5,3,1675,12/21/2015,12,2015,2550000,Marina,6,SingleFamily,1925,"3,215,227.00","2,186,800",94123,-122.43965,37.804909
300,3001 Castro St,2657,3,4,2755,12/21/2015,12,2015,1695000,Glen Park,8,SingleFamily,1927,"2,232,641.00","1,660,200",94131,-122.432356,37.735783
301,601 Van Ness Ave APT 78,105806,2,2,952,12/18/2015,12,2015,810000,Van Ness - Civic Center,5,Condominium,1982,"831,870.00","855,500",94102,-122.421406,37.781386
302,270 Valencia St APT 503,9578,1,2,747,12/18/2015,12,2015,890000,Mission,3,Condominium,2005,"888,398.00","1,185,400",94103,-122.422592,37.76852
303,1177 California St APT 702,31662,1,1,511,12/18/2015,12,2015,665000,Downtown,2,Condominium,1978,"590,121.00","807,800",94108,-122.413658,37.791089
304,1438 Green St UNIT 5A,17413,2,2,1206,12/18/2015,12,2015,1278000,Russian Hill,4,Condominium,1998,"1,367,065.00","1,630,000",94109,-122.42288,37.798116
